;OpenOBJs Object v1.00							
;This Object's License is GNU GPL Version 2 or later							
;Copyright(C) 2014 Midnight Express Ginga81(ginga81)							
;基準開始位置		-0.45	m				
Addvertex,	-0.4885	,	-0.0150	,	6.8575		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	-0.4885	,	-0.0650	,	6.8575		
Addvertex,	-0.4885	,	-0.0389	,	6.6634		
Addvertex,	-0.4885	,	0.0375	,	6.4825		
Addvertex,	-0.4885	,	0.1591	,	6.3272		
Addvertex,	-0.4885	,	0.3175	,	6.2080		
Addvertex,	-0.4885	,	0.5020	,	6.1331		
Addvertex,	-0.4885	,	0.7000	,	6.1075		
Addvertex,	-0.4885	,	0.8980	,	6.1331		
Addvertex,	-0.4885	,	1.0825	,	6.2080		
Addvertex,	-0.4885	,	1.2409	,	6.3272		
Addvertex,	-0.4885	,	1.3625	,	6.4825		
Addvertex,	-0.4885	,	1.4389	,	6.6634		
Addvertex,	-0.4885	,	1.4650	,	6.8575		
Addvertex,	-0.4885	,	-0.0150	,	6.8575		
Addvertex,	-0.4885	,	0.0094	,	6.6763		
Addvertex,	-0.4885	,	0.0808	,	6.5075		
Addvertex,	-0.4885	,	0.1944	,	6.3625		
Addvertex,	-0.4885	,	0.3425	,	6.2513		
Addvertex,	-0.4885	,	0.5149	,	6.1814		
Addvertex,	-0.4885	,	0.7000	,	6.1575		
Addvertex,	-0.4885	,	0.8851	,	6.1814		
Addvertex,	-0.4885	,	1.0575	,	6.2513		
Addvertex,	-0.4885	,	1.2056	,	6.3625		
Addvertex,	-0.4885	,	1.3192	,	6.5075		
Addvertex,	-0.4885	,	1.3906	,	6.6763		
Addvertex,	-0.4885	,	1.4150	,	6.8575		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;第一動輪							
;開始位置:	7.3075	半径	0.715	m	高さ	0.08	m
;開始高さ:	0.5685	下の半径	0.7	m			
CreateMeshBuilder							
Addvertex,	0.4885	,	-0.0150	,	6.8575		
Addvertex,	0.4885	,	0.0094	,	7.0426		
Addvertex,	0.4885	,	0.0808	,	7.2150		
Addvertex,	0.4885	,	0.1944	,	7.3631		
Addvertex,	0.4885	,	0.3425	,	7.4767		
Addvertex,	0.4885	,	0.5149	,	7.5481		
Addvertex,	0.4885	,	0.7000	,	7.5725		
Addvertex,	0.4885	,	0.8851	,	7.5481		
Addvertex,	0.4885	,	1.0575	,	7.4767		
Addvertex,	0.4885	,	1.2056	,	7.3631		
Addvertex,	0.4885	,	1.3192	,	7.2150		
Addvertex,	0.4885	,	1.3906	,	7.0426		
Addvertex,	0.4885	,	1.4150	,	6.8575		
Addvertex,	0.5685	,	0.0000	,	6.8575		
Addvertex,	0.5685	,	0.0239	,	7.0387		
Addvertex,	0.5685	,	0.0938	,	7.2075		
Addvertex,	0.5685	,	0.2050	,	7.3525		
Addvertex,	0.5685	,	0.3500	,	7.4637		
Addvertex,	0.5685	,	0.5188	,	7.5336		
Addvertex,	0.5685	,	0.7000	,	7.5575		
Addvertex,	0.5685	,	0.8812	,	7.5336		
Addvertex,	0.5685	,	1.0500	,	7.4637		
Addvertex,	0.5685	,	1.1950	,	7.3525		
Addvertex,	0.5685	,	1.3062	,	7.2075		
Addvertex,	0.5685	,	1.3761	,	7.0387		
Addvertex,	0.5685	,	1.4000	,	6.8575		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	0.4885	,	1.4150	,	6.8575		
Addvertex,	0.4885	,	1.3906	,	6.6724		
Addvertex,	0.4885	,	1.3192	,	6.5000		
Addvertex,	0.4885	,	1.2056	,	6.3519		
Addvertex,	0.4885	,	1.0575	,	6.2383		
Addvertex,	0.4885	,	0.8851	,	6.1669		
Addvertex,	0.4885	,	0.7000	,	6.1425		
Addvertex,	0.4885	,	0.5149	,	6.1669		
Addvertex,	0.4885	,	0.3425	,	6.2383		
Addvertex,	0.4885	,	0.1944	,	6.3519		
Addvertex,	0.4885	,	0.0808	,	6.5000		
Addvertex,	0.4885	,	0.0094	,	6.6724		
Addvertex,	0.4885	,	-0.0150	,	6.8575		
Addvertex,	0.5685	,	1.4000	,	6.8575		
Addvertex,	0.5685	,	1.3761	,	6.6763		
Addvertex,	0.5685	,	1.3062	,	6.5075		
Addvertex,	0.5685	,	1.1950	,	6.3625		
Addvertex,	0.5685	,	1.0500	,	6.2513		
Addvertex,	0.5685	,	0.8812	,	6.1814		
Addvertex,	0.5685	,	0.7000	,	6.1575		
Addvertex,	0.5685	,	0.5188	,	6.1814		
Addvertex,	0.5685	,	0.3500	,	6.2513		
Addvertex,	0.5685	,	0.2050	,	6.3625		
Addvertex,	0.5685	,	0.0938	,	6.5075		
Addvertex,	0.5685	,	0.0239	,	6.6763		
Addvertex,	0.5685	,	0.0000	,	6.8575		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;フランジ	高さ	0.05					
CreateMeshBuilder							
Addvertex,	0.4885	,	1.4650	,	6.8575		
Addvertex,	0.4885	,	1.4389	,	7.0516		
Addvertex,	0.4885	,	1.3625	,	7.2325		
Addvertex,	0.4885	,	1.2409	,	7.3878		
Addvertex,	0.4885	,	1.0825	,	7.5070		
Addvertex,	0.4885	,	0.8980	,	7.5819		
Addvertex,	0.4885	,	0.7000	,	7.6075		
Addvertex,	0.4885	,	0.5020	,	7.5819		
Addvertex,	0.4885	,	0.3175	,	7.5070		
Addvertex,	0.4885	,	0.1591	,	7.3878		
Addvertex,	0.4885	,	0.0375	,	7.2325		
Addvertex,	0.4885	,	-0.0389	,	7.0516		
Addvertex,	0.4885	,	-0.0650	,	6.8575		
Addvertex,	0.4885	,	1.4150	,	6.8575		
Addvertex,	0.4885	,	1.3906	,	7.0387		
Addvertex,	0.4885	,	1.3192	,	7.2075		
Addvertex,	0.4885	,	1.2056	,	7.3525		
Addvertex,	0.4885	,	1.0575	,	7.4637		
Addvertex,	0.4885	,	0.8851	,	7.5336		
Addvertex,	0.4885	,	0.7000	,	7.5575		
Addvertex,	0.4885	,	0.5149	,	7.5336		
Addvertex,	0.4885	,	0.3425	,	7.4637		
Addvertex,	0.4885	,	0.1944	,	7.3525		
Addvertex,	0.4885	,	0.0808	,	7.2075		
Addvertex,	0.4885	,	0.0094	,	7.0387		
Addvertex,	0.4885	,	-0.0150	,	6.8575		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	0.4885	,	-0.0650	,	6.8575		
Addvertex,	0.4885	,	-0.0389	,	6.6634		
Addvertex,	0.4885	,	0.0375	,	6.4825		
Addvertex,	0.4885	,	0.1591	,	6.3272		
Addvertex,	0.4885	,	0.3175	,	6.2080		
Addvertex,	0.4885	,	0.5020	,	6.1331		
Addvertex,	0.4885	,	0.7000	,	6.1075		
Addvertex,	0.4885	,	0.8980	,	6.1331		
Addvertex,	0.4885	,	1.0825	,	6.2080		
Addvertex,	0.4885	,	1.2409	,	6.3272		
Addvertex,	0.4885	,	1.3625	,	6.4825		
Addvertex,	0.4885	,	1.4389	,	6.6634		
Addvertex,	0.4885	,	1.4650	,	6.8575		
Addvertex,	0.4885	,	-0.0150	,	6.8575		
Addvertex,	0.4885	,	0.0094	,	6.6763		
Addvertex,	0.4885	,	0.0808	,	6.5075		
Addvertex,	0.4885	,	0.1944	,	6.3625		
Addvertex,	0.4885	,	0.3425	,	6.2513		
Addvertex,	0.4885	,	0.5149	,	6.1814		
Addvertex,	0.4885	,	0.7000	,	6.1575		
Addvertex,	0.4885	,	0.8851	,	6.1814		
Addvertex,	0.4885	,	1.0575	,	6.2513		
Addvertex,	0.4885	,	1.2056	,	6.3625		
Addvertex,	0.4885	,	1.3192	,	6.5075		
Addvertex,	0.4885	,	1.3906	,	6.6763		
Addvertex,	0.4885	,	1.4150	,	6.8575		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;先輪							
;開始位置:	9.5575	半径	0.455	m	高さ	0.08	m
;開始高さ:	0.5685	下の半径	0.44	m			
CreateMeshBuilder							
Addvertex,	-0.4885	,	0.8950	,	9.1075		
Addvertex,	-0.4885	,	0.8795	,	9.2253		
Addvertex,	-0.4885	,	0.8340	,	9.3350		
Addvertex,	-0.4885	,	0.7617	,	9.4292		
Addvertex,	-0.4885	,	0.6675	,	9.5015		
Addvertex,	-0.4885	,	0.5578	,	9.5470		
Addvertex,	-0.4885	,	0.4400	,	9.5625		
Addvertex,	-0.4885	,	0.3222	,	9.5470		
Addvertex,	-0.4885	,	0.2125	,	9.5015		
Addvertex,	-0.4885	,	0.1183	,	9.4292		
Addvertex,	-0.4885	,	0.0460	,	9.3350		
Addvertex,	-0.4885	,	0.0005	,	9.2253		
Addvertex,	-0.4885	,	-0.0150	,	9.1075		
Addvertex,	-0.5685	,	0.8800	,	9.1075		
Addvertex,	-0.5685	,	0.8650	,	9.2214		
Addvertex,	-0.5685	,	0.8211	,	9.3275		
Addvertex,	-0.5685	,	0.7511	,	9.4186		
Addvertex,	-0.5685	,	0.6600	,	9.4886		
Addvertex,	-0.5685	,	0.5539	,	9.5325		
Addvertex,	-0.5685	,	0.4400	,	9.5475		
Addvertex,	-0.5685	,	0.3261	,	9.5325		
Addvertex,	-0.5685	,	0.2200	,	9.4886		
Addvertex,	-0.5685	,	0.1289	,	9.4186		
Addvertex,	-0.5685	,	0.0589	,	9.3275		
Addvertex,	-0.5685	,	0.0150	,	9.2214		
Addvertex,	-0.5685	,	0.0000	,	9.1075		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	-0.4885	,	-0.0150	,	9.1075		
Addvertex,	-0.4885	,	0.0005	,	8.9897		
Addvertex,	-0.4885	,	0.0460	,	8.8800		
Addvertex,	-0.4885	,	0.1183	,	8.7858		
Addvertex,	-0.4885	,	0.2125	,	8.7135		
Addvertex,	-0.4885	,	0.3222	,	8.6680		
Addvertex,	-0.4885	,	0.4400	,	8.6525		
Addvertex,	-0.4885	,	0.5578	,	8.6680		
Addvertex,	-0.4885	,	0.6675	,	8.7135		
Addvertex,	-0.4885	,	0.7617	,	8.7858		
Addvertex,	-0.4885	,	0.8340	,	8.8800		
Addvertex,	-0.4885	,	0.8795	,	8.9897		
Addvertex,	-0.4885	,	0.8950	,	9.1075		
Addvertex,	-0.5685	,	0.0000	,	9.1075		
Addvertex,	-0.5685	,	0.0150	,	8.9936		
Addvertex,	-0.5685	,	0.0589	,	8.8875		
Addvertex,	-0.5685	,	0.1289	,	8.7964		
Addvertex,	-0.5685	,	0.2200	,	8.7264		
Addvertex,	-0.5685	,	0.3261	,	8.6825		
Addvertex,	-0.5685	,	0.4400	,	8.6675		
Addvertex,	-0.5685	,	0.5539	,	8.6825		
Addvertex,	-0.5685	,	0.6600	,	8.7264		
Addvertex,	-0.5685	,	0.7511	,	8.7964		
Addvertex,	-0.5685	,	0.8211	,	8.8875		
Addvertex,	-0.5685	,	0.8650	,	8.9936		
Addvertex,	-0.5685	,	0.8800	,	9.1075		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;フランジ	高さ	0.05					
CreateMeshBuilder							
Addvertex,	-0.4885	,	0.9450	,	9.1075		
Addvertex,	-0.4885	,	0.9278	,	9.2343		
Addvertex,	-0.4885	,	0.8773	,	9.3525		
Addvertex,	-0.4885	,	0.7971	,	9.4540		
Addvertex,	-0.4885	,	0.6925	,	9.5319		
Addvertex,	-0.4885	,	0.5707	,	9.5808		
Addvertex,	-0.4885	,	0.4400	,	9.5975		
Addvertex,	-0.4885	,	0.3093	,	9.5808		
Addvertex,	-0.4885	,	0.1875	,	9.5319		
Addvertex,	-0.4885	,	0.0829	,	9.4540		
Addvertex,	-0.4885	,	0.0027	,	9.3525		
Addvertex,	-0.4885	,	-0.0478	,	9.2343		
Addvertex,	-0.4885	,	-0.0650	,	9.1075		
Addvertex,	-0.4885	,	0.8950	,	9.1075		
Addvertex,	-0.4885	,	0.8795	,	9.2214		
Addvertex,	-0.4885	,	0.8340	,	9.3275		
Addvertex,	-0.4885	,	0.7617	,	9.4186		
Addvertex,	-0.4885	,	0.6675	,	9.4886		
Addvertex,	-0.4885	,	0.5578	,	9.5325		
Addvertex,	-0.4885	,	0.4400	,	9.5475		
Addvertex,	-0.4885	,	0.3222	,	9.5325		
Addvertex,	-0.4885	,	0.2125	,	9.4886		
Addvertex,	-0.4885	,	0.1183	,	9.4186		
Addvertex,	-0.4885	,	0.0460	,	9.3275		
Addvertex,	-0.4885	,	0.0005	,	9.2214		
Addvertex,	-0.4885	,	-0.0150	,	9.1075		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
